t	x0	y0	z0
1.761174116077384832e+00	-1.238658684218026107e-01	7.207417657330582317e-02	9.896780080972763516e-01
1.771180787191460881e+00	-1.218487863782397596e-01	7.583527393904469782e-02	9.896473535986139991e-01
1.781187458305536930e+00	-1.197177181338402591e-01	7.954014593911509778e-02	9.896166091718603397e-01
1.791194129419612979e+00	-1.174742242114986679e-01	8.318534387025873500e-02	9.895857745597869126e-01
1.801200800533689028e+00	-1.151199693208664054e-01	8.676746213732515478e-02	9.895548495044681481e-01
1.811207471647765077e+00	-1.126567211737727753e-01	9.028314139671611560e-02	9.895238337472805901e-01
1.821214142761841126e+00	-1.100863492049096587e-01	9.372907166747231067e-02	9.894927270288997878e-01
1.831220813875917175e+00	-1.074108231986584117e-01	9.710199540715040711e-02	9.894615290893004067e-01
1.841227484989993224e+00	-1.046322118230217785e-01	1.003987105496611104e-01	9.894302396677534528e-01
1.851234156104069273e+00	-1.017526810717100938e-01	1.036160735022660234e-01	9.893988585028244964e-01
1.861240827218145322e+00	-9.877449261551492221e-02	1.067510020989592689e-01	9.893673853323725620e-01
1.871247498332221371e+00	-9.570000206418699529e-02	1.098004785074914447e-01	9.893358198935487957e-01
1.881254169446297420e+00	-9.253165714011808707e-02	1.127615520873267996e-01	9.893041619227934680e-01
1.891260840560373468e+00	-8.927199576520894464e-02	1.156313421958619220e-01	9.892724111558353073e-01
1.901267511674449517e+00	-8.592364406238550689e-02	1.184070409402717267e-01	9.892405673276897238e-01
1.911274182788525566e+00	-8.248931427330581656e-02	1.210859158723906204e-01	9.892086301726568109e-01
1.921280853902601837e+00	-7.897180259387882872e-02	1.236653126240803702e-01	9.891765994243202353e-01
1.931287525016677886e+00	-7.537398692929329902e-02	1.261426574805815937e-01	9.891444748155444611e-01
1.941294196130753935e+00	-7.169882457033155410e-02	1.285154598893951949e-01	9.891122560784747497e-01
1.951300867244829984e+00	-6.794934979281712362e-02	1.307813149022895582e-01	9.890799429445333857e-01
1.961307538358906033e+00	-6.412867138211912621e-02	1.329379055480838512e-01	9.890475351444202312e-01
1.971314209472982082e+00	-6.023997008470718950e-02	1.349830051339108994e-01	9.890150324081087296e-01
1.981320880587058131e+00	-5.628649598882212030e-02	1.369144794727231440e-01	9.889824344648462384e-01
1.991327551701134180e+00	-5.227156583639452903e-02	1.387302890348620088e-01	9.889497410431508095e-01
2.001334222815210229e+00	-4.819856026841189134e-02	1.404284910215747584e-01	9.889169518708110784e-01
2.011340893929286278e+00	-4.407092100599845769e-02	1.420072413584252402e-01	9.888840666748823782e-01
2.021347565043362327e+00	-3.989214796953642617e-02	1.434647966066117664e-01	9.888510851816871838e-01
2.031354236157438375e+00	-3.566579633821737733e-02	1.447995157902716989e-01	9.888180071168120033e-01
2.041360907271514424e+00	-3.139547355247285232e-02	1.460098621379229411e-01	9.887848322051066008e-01
2.051367578385590473e+00	-2.708483626178993450e-02	1.470944047362632012e-01	9.887515601706812207e-01
2.061374249499666522e+00	-2.273758722047310860e-02	1.480518200946212559e-01	9.887181907369062550e-01
2.071380920613742571e+00	-1.835747213396654934e-02	1.488808936184292941e-01	9.886847236264090233e-01
2.081387591727818620e+00	-1.394827645840216769e-02	1.495805209901618082e-01	9.886511585610729957e-01
2.091394262841894669e+00	-9.513822156087189952e-03	1.501497094562643797e-01	9.886174952620360168e-01
2.101400933955970718e+00	-5.057964409691528829e-03	1.505875790186755603e-01	9.885837334496884177e-01
2.111407605070046767e+00	-5.845882979392967495e-04	1.508933635296259845e-01	9.885498728436710181e-01
2.121414276184122816e+00	3.902394564349586596e-03	1.510664116884811725e-01	9.885159131628740159e-01
2.131420947298198865e+00	8.399049418982446405e-03	1.511061879394780538e-01	9.884818541254343227e-01
2.141427618412274914e+00	1.290142178695950943e-02	1.510122732692908976e-01	9.884476954487354528e-01
2.151434289526350963e+00	1.740554091792583663e-02	1.507843659034470984e-01	9.884134368494035261e-01
2.161440960640427011e+00	2.190742326352145691e-02	1.504222819007023093e-01	9.883790780433076018e-01
2.171447631754503060e+00	2.640307597161236849e-02	1.499259556445708685e-01	9.883446187455564580e-01
2.181454302868579109e+00	3.088850039835864744e-02	1.492954402312980378e-01	9.883100586704982593e-01
2.191460973982655158e+00	3.535969563505174384e-02	1.485309077536496325e-01	9.882753975317170037e-01
2.201467645096731207e+00	3.981266204663203717e-02	1.476326494799864164e-01	9.882406350420328556e-01
2.211474316210807256e+00	4.424340481877878095e-02	1.466010759281809461e-01	9.882057709134983714e-01
2.221480987324883305e+00	4.864793751044915043e-02	1.454367168340283678e-01	9.881708048573981662e-01
2.231487658438959354e+00	5.302228560872949276e-02	1.441402210138939544e-01	9.881357365842469154e-01
2.241494329553035403e+00	5.736249008285180390e-02	1.427123561214340142e-01	9.881005658037869122e-01
2.251501000667111452e+00	6.166461093422077877e-02	1.411540082983205047e-01	9.880652922249870684e-01
2.261507671781187501e+00	6.592473073929179528e-02	1.394661817189935815e-01	9.880299155560404722e-01
2.271514342895263550e+00	7.013895818213851385e-02	1.376499980295602943e-01	9.879944355043637216e-01
2.281521014009339599e+00	7.430343157354887818e-02	1.357066956810513425e-01	9.879588517765937050e-01
2.291527685123415647e+00	7.841432235349284074e-02	1.336376291573439790e-01	9.879231640785871571e-01
2.301534356237491696e+00	8.246783857381045912e-02	1.314442680981509071e-01	9.878873721154175502e-01
2.311541027351567745e+00	8.646022835797921580e-02	1.291281963175718306e-01	9.878514755913748724e-01
2.321547698465643794e+00	9.038778333483050986e-02	1.266911107187959074e-01	9.878154742099627406e-01
2.331554369579719843e+00	9.424684204310093683e-02	1.241348201056390599e-01	9.877793676738968465e-01
2.341561040693795892e+00	9.803379330372104239e-02	1.214612438916922443e-01	9.877431556851032912e-01
2.351567711807871941e+00	1.017450795567649002e-01	1.186724107079501350e-01	9.877068379447169200e-01
2.361574382921947990e+00	1.053772001600070396e-01	1.157704569098821495e-01	9.876704141530792125e-01
2.371581054036024039e+00	1.089267146460593250e-01	1.127576249849992635e-01	9.876338840097367289e-01
2.381587725150100088e+00	1.123902459350890753e-01	1.096362618620613516e-01	9.875972472134396662e-01
2.391594396264176137e+00	1.157644835001509498e-01	1.064088171231598740e-01	9.875605034621388612e-01
2.401601067378252186e+00	1.190461864822001670e-01	1.030778411200006378e-01	9.875236524529856785e-01
2.411607738492328235e+00	1.222321867518902927e-01	9.964598299579906227e-02	9.874866938823286810e-01
2.421614409606404283e+00	1.253193919152995883e-01	9.611598861428875817e-02	9.874496274457129630e-01
2.431621080720480332e+00	1.283047882607713241e-01	9.249069839742976584e-02	9.874124528378778187e-01
2.441627751834556381e+00	1.311854436440986760e-01	8.877304507348861284e-02	9.873751697527548554e-01
2.451634422948632430e+00	1.339585103093320906e-01	8.496605133724591252e-02	9.873377778834664387e-01
2.461641094062708479e+00	1.366212276425368966e-01	8.107282742416985211e-02	9.873002769223236941e-01
2.471647765176784528e+00	1.391709248558816447e-01	7.709656860047527094e-02	9.872626665608250640e-01
2.481654436290860577e+00	1.416050235994921469e-01	7.304055257106728538e-02	9.872249464896540871e-01
2.491661107404936626e+00	1.439210404985638569e-01	6.890813680744704850e-02	9.871871163986778441e-01
2.501667778519012675e+00	1.461165896132847197e-01	6.470275579773308861e-02	9.871491759769451813e-01
2.511674449633088724e+00	1.481893848191827290e-01	6.042791822102701327e-02	9.871111249126843790e-01
2.521681120747164773e+00	1.501372421055769679e-01	5.608720404842483520e-02	9.870729628933019306e-01
2.531687791861240822e+00	1.519580817898766867e-01	5.168426157304640417e-02	9.870346896053807662e-01
2.541694462975316871e+00	1.536499306455427760e-01	4.722280437152477639e-02	9.869963047346776985e-01
2.551701134089392919e+00	1.552109239415959685e-01	4.270660819946441034e-02	9.869578079661226466e-01
2.561707805203468968e+00	1.566393073916288459e-01	3.813950782344200513e-02	9.869191989838158596e-01
2.571714476317545017e+00	1.579334390103550312e-01	3.352539379218730242e-02	9.868804774710265848e-01
2.581721147431621066e+00	1.590917908758036070e-01	2.886820914964148554e-02	9.868416431101914021e-01
2.591727818545697115e+00	1.601129507953474862e-01	2.417194609264970012e-02	9.868026955829117819e-01
2.601734489659773164e+00	1.609956238738337875e-01	1.944064257610052249e-02	9.867636345699527523e-01
2.611741160773849213e+00	1.617386339821669516e-01	1.467837886837903422e-02	9.867244597512414561e-01
2.621747831887925262e+00	1.623409251247789065e-01	9.889274060051720522e-03	9.866851708058637094e-01
2.631754503002001311e+00	1.628015627045072411e-01	5.077482528750642578e-03	9.866457674120638899e-01
2.641761174116077360e+00	1.631197346834875050e-01	2.471903632706994340e-04	9.866062492472430501e-01
2.651767845230153409e+00	1.632947526387560633e-01	-4.597388250062004085e-03	9.865666159879553643e-01
2.661774516344229458e+00	1.633260527113491178e-01	-9.452014675651316047e-03	9.865268673099080177e-01
2.671781187458305507e+00	1.632131964477745445e-01	-1.431242950838359368e-02	9.864870028879589858e-01
2.681787858572381555e+00	1.629558715328257856e-01	-1.917435628169737727e-02	9.864470223961142592e-01
2.691794529686457604e+00	1.625538924128011598e-01	-2.403350520076256297e-02	9.864069255075271769e-01
2.701801200800533653e+00	1.620072008082860116e-01	-2.888557689753085481e-02	9.863667118944964285e-01
2.711807871914609702e+00	1.613158661157504115e-01	-3.372626620439139050e-02	9.863263812284632781e-01
2.721814543028685751e+00	1.604800856973133960e-01	-3.855126594314057381e-02	9.862859331800105656e-01
2.731821214142761800e+00	1.595001850581199976e-01	-4.335627072595287651e-02	9.862453674188607078e-01
2.741827885256837849e+00	1.583766179108768157e-01	-4.813698076502011952e-02	9.862046836138734784e-01
2.751834556370913898e+00	1.571099661271904702e-01	-5.288910568751063052e-02	9.861638814330447866e-01
2.761841227484989947e+00	1.557009395754523073e-01	-5.760836835248587390e-02	9.861229605435043455e-01
2.771847898599065996e+00	1.541503758451125139e-01	-6.229050866640196971e-02	9.860819206115136737e-01
2.781854569713142045e+00	1.524592398572880148e-01	-6.693128739381598580e-02	9.860407613024648743e-01
2.791861240827218094e+00	1.506286233617472325e-01	-7.152648995991219005e-02	9.859994822808779702e-01
2.801867911941294143e+00	1.486597443204177305e-01	-7.607193024146215177e-02	9.859580832104000159e-01
2.811874583055370191e+00	1.465539461776615981e-01	-8.056345434283367080e-02	9.859165637538024329e-01
2.821881254169446240e+00	1.443126970176660528e-01	-8.499694435366858536e-02	9.858749235729789007e-01
2.831887925283522289e+00	1.419375886093965367e-01	-8.936832208485631646e-02	9.858331623289445789e-01
2.841894596397598338e+00	1.394303353396606493e-01	-9.367355277944104663e-02	9.857912796818336654e-01
